start_station,start_lat,start_lng,end_station,end_lat,end_lng,Service:Company,Service:Type,route_count
Enkhuizen,52.699165344238,5.286388874054,Heerlen,50.89083480835,5.9749999046326,NS,Intercity,4974
Sassenheim,52.215278,4.517222,Schiphol Airport,52.30944442749,4.7619442939758,NS,Stopbus ipv trein,1
Den Haag Centraal,52.080276489258,4.3249998092651,Zwolle,52.504722595215,6.0919442176819,NS,Intercity,270
Utrecht Centraal,52.088890075684,5.1102776527405,Delft,52.00666809082,4.3563890457153,NS,Intercity,28
Almelo,52.358055114746,6.6538887023926,Zwolle,52.504722595215,6.0919442176819,Blauwnet,Sprinter,156
Amsterdam Zuid,52.338889,4.872356,Almere Centrum,52.37503,5.21764,NS,Sprinter,4
Venlo,51.363609313965,6.1727776527405,Delft,52.00666809082,4.3563890457153,NS,Intercity,215
Hengelo,52.261665344238,6.7938890457153,Zutphen,52.145278930664,6.1941666603088,NS,Intercity,1
Den Haag Centraal,52.080276489258,4.3249998092651,Gouda Goverwelle,52.014999389648,4.7408332824707,NS,Intercity,68
Nieuw Vennep,52.258888244629,4.6455554962158,Haarlem,52.38777923584,4.6383333206177,NS,Stopbus ipv trein,140
Echt,51.100555419922,5.8788890838623,Maastricht Randwyck,50.838611602783,5.7172222137451,Arriva,Stoptrein,20
Heerlen,50.89083480835,5.9749999046326,Kerkrade Centrum,50.861667633057,6.0574998855591,Arriva,Snelbus ipv trein,1
Zandvoort aan Zee,52.3752784729,4.5327777862549,Haarlem,52.38777923584,4.6383333206177,NS,Extra trein,1
Deurne,51.455833435059,5.7888889312744,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Sprinter,570
Swalmen,51.23582,6.03228,Nijmegen,51.843612670898,5.8522224426269,Arriva,Stoptrein,70
Utrecht Centraal,52.088890075684,5.1102776527405,Utrecht Maliebaan,52.087776184082,5.1313886642456,NS,Speciale Trein,2375
Venray,51.526568099007,6.0141777992248,Nijmegen,51.843612670898,5.8522224426269,Arriva,Stoptrein,3638
Hilversum,52.225833892822,5.1819443702698,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Extra trein,4
Leiden Centraal,52.166110992432,4.4816665649414,Hoofddorp,52.293334960938,4.7005553245544,NS,Stopbus ipv trein,122
Nijverdal,52.366111,6.462,Enschede,52.222499847412,6.8899998664856,NS,Extra trein,1
Zutphen,52.145278930664,6.1941666603088,Apeldoorn,52.209167480469,5.9702777862549,Arriva,Stopbus ipv trein,18
Amsterdam Centraal,52.378887176514,4.9002776145935,Amsterdam Sloterdijk,52.388889312744,4.8377776145935,NS,Intercity,1
Utrecht Centraal,52.088890075684,5.1102776527405,Heerhugowaard,52.669723510742,4.8227777481079,NS,Sprinter,3
Lelystad Centrum,52.507778167725,5.4727778434753,Akkrum,53.046390533447,5.843611240387,NS,Sprinter,452
't Harde,52.4091682,5.893611,Zwolle,52.504722595215,6.0919442176819,NS,Snelbus ipv trein,87
Hoofddorp,52.293334960938,4.7005553245544,Almere Oostvaarders,52.403331756592,5.3005557060242,NS,Sprinter,280
Schiphol Airport,52.30944442749,4.7619442939758,Amsterdam Muiderpoort,52.360553741455,4.9311113357544,NS,Stopbus ipv trein,2
Amsterdam Centraal,52.378887176514,4.9002776145935,Leiden Centraal,52.166110992432,4.4816665649414,NS,Stopbus ipv trein,3
Amersfoort Centraal,52.153888702393,5.3705554008484,Rotterdam Zuid,51.904445648193,4.5102777481079,NS,Intercity,1
Hoorn,52.644721984863,5.0555553436279,Amersfoort Vathorst,52.192779541016,5.4338889122009,NS,Sprinter,29
Wijhe,52.390277862549,6.1405553817749,Zwolle,52.504722595215,6.0919442176819,NS,Intercity,1
Breda,51.595554351807,4.7800002098083,Lage Zwaluwe,51.69111251831,4.6630554199219,NS,Stopbus ipv trein,617
Putten,52.264999389648,5.5752778053284,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Extra trein,2
Den Helder,52.955276489258,4.7611112594605,Zaandam,52.438888549805,4.8136110305786,NS,Sprinter,2
Vught,51.655555725098,5.2919445037842,'s-Hertogenbosch,51.69048,5.29362,NS,Stopbus ipv trein,1
Meppel,52.69083404541,6.1975002288818,Groningen,53.210556030273,6.5647220611572,NS,Snelbus ipv trein,1
Zaltbommel,51.80888748169,5.2633333206177,Geldermalsen,51.88301,5.27127,NS,Extra trein,1
Dordrecht,51.807220458984,4.668333530426,Gorinchem,51.833889007568,4.9683332443237,R-net,Stoptrein,8961
Amsterdam Zuid,52.338889,4.872356,Nijmegen,51.843612670898,5.8522224426269,NS,Intercity,1167
Zaandam,52.438888549805,4.8136110305786,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Sprinter,6
Best,51.509998321533,5.3891668319702,'s-Hertogenbosch,51.69048,5.29362,NS,Extra trein,1
Lage Zwaluwe,51.69111251831,4.6630554199219,Gilze-Rijen,51.583610534668,4.9261112213135,NS,Stopbus ipv trein,36
Vlissingen,51.445835113525,3.5952777862549,Zwijndrecht,51.814998626709,4.6416668891907,NS,Intercity,21
Deventer,52.257499694824,6.1605553627014,Driehuis,52.442501068115,4.6380553245544,NS,Stopbus ipv trein,21
Dordrecht,51.807220458984,4.668333530426,Rotterdam Stadion,51.893890380859,4.5197219848633,NS,Sprinter,2
Roosendaal,51.540279388428,4.4583334922791,Zwolle,52.504722595215,6.0919442176819,NS,Intercity,10614
Amersfoort Schothorst,52.174822137451,5.4038887023926,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Intercity,3
Eindhoven Centraal,51.443332672119,5.4813890457153,Amsterdam Muiderpoort,52.360553741455,4.9311113357544,NS,Intercity,18
Leiden Centraal,52.166110992432,4.4816665649414,Leeuwarden,53.195835113525,5.7922220230103,NS,Intercity,85
Middelburg,51.494720458984,3.6172223091126,Arnemuiden,51.501667022705,3.6691665649414,NS,Taxibus ipv trein,79
Akkrum,53.046390533447,5.843611240387,Harlingen Haven,53.174917,5.4112885,NS,Stopbus ipv trein,69
Enkhuizen,52.699165344238,5.286388874054,Hoofddorp,52.293334960938,4.7005553245544,NS,Sprinter,241
Zwolle,52.504722595215,6.0919442176819,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Intercity,74
Den Haag Centraal,52.080276489258,4.3249998092651,Amersfoort Schothorst,52.174822137451,5.4038887023926,NS,Intercity,4372
Den Haag Centraal,52.080276489258,4.3249998092651,Breda,51.595554351807,4.7800002098083,NS,Intercity,500
Utrecht Centraal,52.088890075684,5.1102776527405,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Stopbus ipv trein,4
Zwolle,52.504722595215,6.0919442176819,Oss,51.765556335449,5.5322222709656,NS,Intercity,2
Amersfoort Centraal,52.153888702393,5.3705554008484,'t Harde,52.4091682,5.893611,NS,Sprinter,6
Dalfsen,52.498332977295,6.25861120224,Emmen,52.790000915527,6.8994445800781,Blauwnet,Stopbus ipv trein,1
Den Haag Centraal,52.080276489258,4.3249998092651,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Sprinter,39
Castricum,52.545833587646,4.6586112976074,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Intercity,1
Rotterdam Alexander,51.951946258545,4.5536112785339,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Extra trein,3
Den Haag Centraal,52.080276489258,4.3249998092651,Sassenheim,52.215278,4.517222,NS,Intercity,1
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,Hoorn,52.644721984863,5.0555553436279,NS,Stopbus ipv trein,2
Amsterdam Muiderpoort,52.360553741455,4.9311113357544,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Intercity,19
Schiedam Centrum,51.921243812803,4.4089937210083,Vlissingen,51.445835113525,3.5952777862549,NS,Intercity,1
Dordrecht,51.807220458984,4.668333530426,Venlo,51.363609313965,6.1727776527405,NS,Intercity,6118
Tilburg,51.560554504395,5.0836110115051,Arnhem Centraal,51.985000610352,5.8991665840149,NS,Sprinter,98
Enkhuizen,52.699165344238,5.286388874054,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Intercity,629
Hoogkarspel,52.69055557251,5.1838889122009,Heerhugowaard,52.669723510742,4.8227777481079,NS,Stopbus ipv trein,69
Zwolle,52.504722595215,6.0919442176819,Enschede,52.222499847412,6.8899998664856,Blauwnet,Intercity,3295
Deventer,52.257499694824,6.1605553627014,Apeldoorn,52.209167480469,5.9702777862549,NS,Extra trein,1
Enschede,52.222499847412,6.8899998664856,Hengelo,52.261665344238,6.7938890457153,NS,Intercity,91
Den Haag HS,52.069721221924,4.3225002288818,Zwolle,52.504722595215,6.0919442176819,NS,Intercity,2
Ede-Wageningen,52.027778625488,5.6730556488037,Driebergen-Zeist,52.065277099609,5.25861120224,NS,Snelbus ipv trein,391
Alkmaar,52.63777923584,4.7397222518921,Amsterdam Sloterdijk,52.388889312744,4.8377776145935,NS,Intercity,27
Wierden,52.361389160156,6.5916666984558,Enschede,52.222499847412,6.8899998664856,Blauwnet,Stopbus ipv trein,51
Hoorn,52.644721984863,5.0555553436279,Alkmaar,52.63777923584,4.7397222518921,NS,Sprinter,345
Breda,51.595554351807,4.7800002098083,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Intercity,474
Haarlem,52.38777923584,4.6383333206177,Zandvoort aan Zee,52.3752784729,4.5327777862549,NS,Snelbus ipv trein,8
Woerden,52.084999084473,4.8936109542847,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Extra trein,2
Purmerend Overwhere,52.511390686035,4.9683332443237,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Sprinter,1
Breda,51.595554351807,4.7800002098083,Vlissingen,51.445835113525,3.5952777862549,NS,Intercity,11
Den Helder,52.955276489258,4.7611112594605,Nijmegen,51.843612670898,5.8522224426269,NS,Intercity,11118
Utrecht Centraal,52.088890075684,5.1102776527405,Weert,51.248611450195,5.7036108970642,NS,Intercity,29
Den Haag Centraal,52.080276489258,4.3249998092651,Den Dolder,52.140277862549,5.2427778244019,NS,Intercity,1
Breda,51.595554351807,4.7800002098083,Tilburg,51.560554504395,5.0836110115051,NS,Stopbus ipv trein,1313
Arnhem Centraal,51.985000610352,5.8991665840149,'s-Hertogenbosch,51.69048,5.29362,NS,Sprinter,380
Leiden Centraal,52.166110992432,4.4816665649414,Vlissingen,51.445835113525,3.5952777862549,NS,Intercity,59
Olst,52.334720611572,6.1130557060242,Zwolle,52.504722595215,6.0919442176819,NS,Snelbus ipv trein,62
Zwolle,52.504722595215,6.0919442176819,Putten,52.264999389648,5.5752778053284,NS,Sprinter,189
Den Haag HS,52.069721221924,4.3225002288818,Delft,52.00666809082,4.3563890457153,NS,Intercity,4
Schiphol Airport,52.30944442749,4.7619442939758,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Extra trein,1
Lelystad Centrum,52.507778167725,5.4727778434753,Schiphol Airport,52.30944442749,4.7619442939758,NS,Intercity,104
Delft,52.00666809082,4.3563890457153,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Extra trein,3
Gilze-Rijen,51.583610534668,4.9261112213135,Dordrecht,51.807220458984,4.668333530426,NS,Snelbus ipv trein,32
Zwijndrecht,51.814998626709,4.6416668891907,Roosendaal,51.540279388428,4.4583334922791,NS,Intercity,2
Sittard,51.001667022705,5.8586111068726,Heerlen,50.89083480835,5.9749999046326,Arriva,Extra trein,673
's-Hertogenbosch,51.69048,5.29362,Tilburg,51.560554504395,5.0836110115051,NS,Sprinter,18
Gilze-Rijen,51.583610534668,4.9261112213135,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Sprinter,15
Nieuw Vennep,52.258888244629,4.6455554962158,Leiden Centraal,52.166110992432,4.4816665649414,NS,Intercity,2
Emmen,52.790000915527,6.8994445800781,Dalfsen,52.498332977295,6.25861120224,Blauwnet,Sneltrein,30
Driebergen-Zeist,52.065277099609,5.25861120224,Den Helder,52.955276489258,4.7611112594605,NS,Sprinter,3
Enschede,52.222499847412,6.8899998664856,Almelo de Riet,52.341945648193,6.6666665077209,NS,Intercity,1
Meppel,52.69083404541,6.1975002288818,Steenwijk,52.791510992432,6.1145557632446,NS,Stopbus ipv trein,64
Den Haag HS,52.069721221924,4.3225002288818,Delft,52.00666809082,4.3563890457153,NS,Stopbus ipv trein,48
Baarn,52.208332061768,5.2808332443237,Schiphol Airport,52.30944442749,4.7619442939758,NS,Intercity,985
Leeuwarden,53.195835113525,5.7922220230103,Groningen,53.210556030273,6.5647220611572,Arriva,Stoptrein,11363
Schiedam Centrum,51.921243812803,4.4089937210083,Rotterdam Blaak,51.920276641846,4.4888887405395,NS,Metro ipv trein,2862
Amsterdam Amstel,52.346668243408,4.9177780151367,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Extra trein,3
Dordrecht,51.807220458984,4.668333530426,Amsterdam Sloterdijk,52.388889312744,4.8377776145935,NS,Intercity,1
Utrecht Overvecht,52.110000610352,5.1247220039368,Almere Centrum,52.37503,5.21764,NS,Sprinter,149
Rotterdam Centraal,51.92499923706,4.468888759613,'t Harde,52.4091682,5.893611,NS,Intercity,151
Hoofddorp,52.293334960938,4.7005553245544,Leiden Centraal,52.166110992432,4.4816665649414,NS,Intercity,1
Hoofddorp,52.293334960938,4.7005553245544,Zaandam,52.438888549805,4.8136110305786,NS,Intercity,1
Boxtel,51.58433,5.31912,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Snelbus ipv trein,1230
Utrecht Centraal,52.088890075684,5.1102776527405,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Snelbus ipv trein,12
Rotterdam Centraal,51.92499923706,4.468888759613,Schiphol Airport,52.30944442749,4.7619442939758,NS,Intercity direct,54
Rotterdam Centraal,51.92499923706,4.468888759613,Uitgeest,52.521667480469,4.7016668319702,NS,Sprinter,11757
Nieuw Amsterdam,52.718612670898,6.8486108779907,Emmen,52.790000915527,6.8994445800781,Arriva,Stoptrein,183
Akkrum,53.046390533447,5.843611240387,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Intercity,521
Grou-Jirnsum,53.088890075684,5.8225002288818,Leeuwarden,53.195835113525,5.7922220230103,NS,Stopbus ipv trein,1063
Hoofddorp,52.293334960938,4.7005553245544,Roosendaal,51.540279388428,4.4583334922791,NS,Sprinter,1
Amsterdam Muiderpoort,52.360553741455,4.9311113357544,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Sprinter,64
Hoorn,52.644721984863,5.0555553436279,Gouda Goverwelle,52.014999389648,4.7408332824707,NS,Stopbus ipv trein,1
Tilburg Universiteit,51.564985,5.051778,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Sprinter,3924
Roosendaal,51.540279388428,4.4583334922791,Hoofddorp,52.293334960938,4.7005553245544,NS,Sprinter,1
Woerden,52.084999084473,4.8936109542847,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Stopbus ipv trein,3
Zwolle,52.504722595215,6.0919442176819,Wierden,52.361389160156,6.5916666984558,Blauwnet,Sprinter,38
Zutphen,52.145278930664,6.1941666603088,Zwolle,52.504722595215,6.0919442176819,NS,Snelbus ipv trein,40
Elst,51.916942596435,5.8550000190735,Nijmegen,51.843612670898,5.8522224426269,NS,Extra trein,3
Almelo,52.358055114746,6.6538887023926,Almelo de Riet,52.341945648193,6.6666665077209,Blauwnet,Stopbus ipv trein,26
Weesp,52.3127784729,5.0430555343628,Almere Centrum,52.37503,5.21764,NS,Stopbus ipv trein,43
Eygelshoven,50.890556335449,6.0450000762939,Heerlen,50.89083480835,5.9749999046326,Arriva,Extra trein,3
Enkhuizen,52.699165344238,5.286388874054,Alkmaar,52.63777923584,4.7397222518921,NS,Sprinter,4
Duivendrecht,52.323333740234,4.9363889694214,Hoofddorp,52.293334960938,4.7005553245544,NS,Sprinter,2
Utrecht Centraal,52.088890075684,5.1102776527405,Arnhem Centraal,51.985000610352,5.8991665840149,NS,Snelbus ipv trein,7
Zwolle,52.504722595215,6.0919442176819,Sittard,51.001667022705,5.8586111068726,NS,Snelbus ipv trein,2
't Harde,52.4091682,5.893611,Deventer,52.257499694824,6.1605553627014,NS,Stopbus ipv trein,102
Amsterdam Centraal,52.378887176514,4.9002776145935,Schiphol Airport,52.30944442749,4.7619442939758,NS,Intercity direct,3
Zaandam,52.438888549805,4.8136110305786,Lelystad Centrum,52.507778167725,5.4727778434753,NS,Sprinter,34
Utrecht Centraal,52.088890075684,5.1102776527405,Vleuten,52.103056,5.007404,NS,Intercity,1
Leiden Centraal,52.166110992432,4.4816665649414,Zwolle,52.504722595215,6.0919442176819,NS,Intercity,4
's-Hertogenbosch,51.69048,5.29362,Vleuten,52.103056,5.007404,NS,Sprinter,68
Amersfoort Centraal,52.153888702393,5.3705554008484,Leiden Centraal,52.166110992432,4.4816665649414,NS,Intercity,5
Waddinxveen,52.044166564941,4.6497220993042,Boskoop,52.077777862549,4.6469445228577,NS,Extra trein,1
Lelystad Centrum,52.507778167725,5.4727778434753,Hoofddorp,52.293334960938,4.7005553245544,NS,Sprinter,10431
Leeuwarden,53.195835113525,5.7922220230103,Groningen,53.210556030273,6.5647220611572,Arriva,Stopbus ipv trein,1
Hoofddorp,52.293334960938,4.7005553245544,Hoorn,52.644721984863,5.0555553436279,NS,Sprinter,2153
Vlissingen,51.445835113525,3.5952777862549,Roosendaal,51.540279388428,4.4583334922791,NS,Speciale Trein,1
Eindhoven Centraal,51.443332672119,5.4813890457153,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Intercity,133
Uitgeest,52.521667480469,4.7016668319702,Zaandam,52.438888549805,4.8136110305786,NS,Sprinter,115
Dordrecht,51.807220458984,4.668333530426,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Intercity,31
Gouda,52.017501831055,4.7044444084167,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Snelbus ipv trein,20
Uitgeest,52.521667480469,4.7016668319702,Wormerveer,52.489166259766,4.7922220230103,NS,Stopbus ipv trein,80
Rotterdam Stadion,51.893890380859,4.5197219848633,Dordrecht,51.807220458984,4.668333530426,NS,Intercity,3
Leeuwarden,53.195835113525,5.7922220230103,Heerenveen,52.961387634277,5.9141664505005,NS,Stopbus ipv trein,126
Lelystad Centrum,52.507778167725,5.4727778434753,Leeuwarden,53.195835113525,5.7922220230103,NS,Sprinter,8665
Baarn,52.208332061768,5.2808332443237,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Stopbus ipv trein,1394
Heerhugowaard,52.669723510742,4.8227777481079,Den Helder,52.955276489258,4.7611112594605,NS,Extra trein,2
Deventer,52.257499694824,6.1605553627014,Nijmegen,51.843612670898,5.8522224426269,NS,Intercity,12
Den Haag Mariahoeve,52.090557098389,4.3694443702698,Lage Zwaluwe,51.69111251831,4.6630554199219,NS,Intercity,1
Velp,51.994720458984,5.9802780151367,Zutphen,52.145278930664,6.1941666603088,NS,Extra trein,2
Den Haag HS,52.069721221924,4.3225002288818,Lelystad Centrum,52.507778167725,5.4727778434753,NS,Intercity,132
Venlo,51.363609313965,6.1727776527405,Boxmeer,51.644521767653,5.9390330314636,Arriva,Snelbus ipv trein,175
Uitgeest,52.521667480469,4.7016668319702,Rhenen,51.958610534668,5.5783333778381,NS,Sprinter,75
Den Haag Centraal,52.080276489258,4.3249998092651,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Intercity,135
Hoofddorp,52.293334960938,4.7005553245544,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Extra trein,1
Almere Poort,52.342778,5.151944,Almere Centrum,52.37503,5.21764,NS,Extra trein,2
Roodeschool,53.421262,6.7587,Groningen,53.210556030273,6.5647220611572,Arriva,Snelbus ipv trein,3
Amsterdam Centraal,52.378887176514,4.9002776145935,Uitgeest,52.521667480469,4.7016668319702,NS,Intercity,3
Schinnen,50.939167022705,5.8744444847107,Geleen Oost,50.966945648193,5.8430557250977,Arriva,Taxibus ipv trein,76
Dordrecht,51.807220458984,4.668333530426,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Sprinter,18288
Nijmegen,51.843612670898,5.8522224426269,Amersfoort Schothorst,52.174822137451,5.4038887023926,NS,Intercity,89
Sittard,51.001667022705,5.8586111068726,Heerlen,50.89083480835,5.9749999046326,NS,Intercity,1819
Roosendaal,51.540279388428,4.4583334922791,Nijmegen,51.843612670898,5.8522224426269,NS,Intercity,103
Amersfoort Schothorst,52.174822137451,5.4038887023926,Zoetermeer Oost,52.046390533447,4.4927778244019,NS,Intercity,1
Roosendaal,51.540279388428,4.4583334922791,Haarlem,52.38777923584,4.6383333206177,NS,Intercity,1
Deventer,52.257499694824,6.1605553627014,Apeldoorn,52.209167480469,5.9702777862549,NS,Sprinter,823
Leiden Centraal,52.166110992432,4.4816665649414,Groningen,53.210556030273,6.5647220611572,NS,Intercity,86
Schiphol Airport,52.30944442749,4.7619442939758,Wierden,52.361389160156,6.5916666984558,NS,Intercity,1
Amsterdam Centraal,52.378887176514,4.9002776145935,Hilversum,52.225833892822,5.1819443702698,NS,Sprinter,185
's-Hertogenbosch,51.69048,5.29362,Zutphen,52.145278930664,6.1941666603088,NS,Intercity,21
Maarn,52.064167022705,5.3699998855591,Nijmegen,51.843612670898,5.8522224426269,NS,Intercity,1
Nijmegen,51.843612670898,5.8522224426269,Venlo,51.363609313965,6.1727776527405,Arriva,Stopbus ipv trein,152
Arnhem Centraal,51.985000610352,5.8991665840149,Terborg,51.9224549,6.3642466,Arriva,Stoptrein,255
Venlo,51.363609313965,6.1727776527405,Breda,51.595554351807,4.7800002098083,NS,Intercity,60
Utrecht Centraal,52.088890075684,5.1102776527405,Hoorn,52.644721984863,5.0555553436279,NS,Intercity,3
Utrecht Centraal,52.088890075684,5.1102776527405,Wolvega,52.880832672119,6.0036110877991,NS,Intercity,1
Den Haag Centraal,52.080276489258,4.3249998092651,Hilversum,52.225833892822,5.1819443702698,NS,Sprinter,1
Tilburg,51.560554504395,5.0836110115051,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Sprinter,65
Purmerend Overwhere,52.511390686035,4.9683332443237,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Sprinter,5
Tilburg,51.560554504395,5.0836110115051,Breda,51.595554351807,4.7800002098083,NS,Intercity,2
Arnhem Centraal,51.985000610352,5.8991665840149,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Intercity,32
Roosendaal,51.540279388428,4.4583334922791,'s-Hertogenbosch,51.69048,5.29362,NS,Intercity,400
Emmen,52.790000915527,6.8994445800781,Zwolle,52.504722595215,6.0919442176819,Blauwnet,Stoptrein,8298
't Harde,52.4091682,5.893611,Zwolle,52.504722595215,6.0919442176819,NS,Extra trein,3
Hilversum,52.225833892822,5.1819443702698,Deventer,52.257499694824,6.1605553627014,NS,Intercity,1
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,Dordrecht,51.807220458984,4.668333530426,NS,Intercity,2
Schiphol Airport,52.30944442749,4.7619442939758,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Intercity,799
Nijmegen,51.843612670898,5.8522224426269,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Intercity,741
Eindhoven Centraal,51.443332672119,5.4813890457153,Venlo,51.363609313965,6.1727776527405,NS,Sprinter,1
Tiel,51.889446258545,5.4222221374512,Den Haag Ypenburg,52.055278778076,4.39222240448,NS,Sprinter,66
Roosendaal,51.540279388428,4.4583334922791,Nijmegen,51.843612670898,5.8522224426269,NS,Sprinter,144
Enkhuizen,52.699165344238,5.286388874054,Geldermalsen,51.88301,5.27127,NS,Intercity,10
Oldenzaal,52.30638885498,6.9347224235535,Zutphen,52.145278930664,6.1941666603088,Blauwnet,Stoptrein,11697
Amsterdam Zuid,52.338889,4.872356,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Intercity,25
Haarlem,52.38777923584,4.6383333206177,Heemstede-Aerdenhout,52.35916519165,4.6066665649414,NS,Snelbus ipv trein,31
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,Den Helder,52.955276489258,4.7611112594605,NS,Sprinter,1
Eindhoven Centraal,51.443332672119,5.4813890457153,Delft,52.00666809082,4.3563890457153,NS,Intercity,7
Schiphol Airport,52.30944442749,4.7619442939758,Groningen Europapark,53.20480027,6.5854178,Arriva,Nachttrein,2
Raalte,52.391666412354,6.2775001525879,Enschede,52.222499847412,6.8899998664856,Blauwnet,Stopbus ipv trein,2
Nunspeet,52.370834350586,5.7852778434753,Zwolle,52.504722595215,6.0919442176819,Blauwnet,Stopbus ipv trein,16
Den Haag HS,52.069721221924,4.3225002288818,Delft,52.00666809082,4.3563890457153,NS,Snelbus ipv trein,2069
Steenwijk,52.791510992432,6.1145557632446,Meppel,52.69083404541,6.1975002288818,NS,Stopbus ipv trein,68
Breda,51.595554351807,4.7800002098083,Venlo,51.363609313965,6.1727776527405,NS,Intercity,55
Sassenheim,52.215278,4.517222,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Extra trein,1
Alkmaar,52.63777923584,4.7397222518921,Uitgeest,52.521667480469,4.7016668319702,NS,Sprinter,2
Eindhoven Centraal,51.443332672119,5.4813890457153,Venlo,51.363609313965,6.1727776527405,NS,Speciale Trein,1
Ede-Wageningen,52.027778625488,5.6730556488037,Wolfheze,52.005554199219,5.7936110496521,NS,Stopbus ipv trein,666
Roosendaal,51.540279388428,4.4583334922791,Dordrecht,51.807220458984,4.668333530426,NS,Snelbus ipv trein,76
Veenendaal Centrum,52.020000457764,5.548611164093,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Sprinter,1
Maastricht,50.850276947021,5.7055554389954,Schiphol Airport,52.30944442749,4.7619442939758,Arriva,Nachttrein,46
Roermond,51.193054199219,5.9941668510437,Maastricht Randwyck,50.838611602783,5.7172222137451,Arriva,Stoptrein,12751
Den Haag Centraal,52.080276489258,4.3249998092651,Houten Castellum,52.01701,5.17949,NS,Sprinter,1
Haarlem,52.38777923584,4.6383333206177,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Intercity,277
Schiphol Airport,52.30944442749,4.7619442939758,Leiden Centraal,52.166110992432,4.4816665649414,NS,Sprinter,2
Amersfoort Centraal,52.153888702393,5.3705554008484,Delft,52.00666809082,4.3563890457153,NS,Intercity,118
Boxtel,51.58433,5.31912,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Extra trein,2
Schiphol Airport,52.30944442749,4.7619442939758,Den Helder,52.955276489258,4.7611112594605,NS,Intercity,102
Utrecht Maliebaan,52.087776184082,5.1313886642456,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Stopbus ipv trein,51
Hengelo,52.261665344238,6.7938890457153,Enschede,52.222499847412,6.8899998664856,Blauwnet,Sprinter,97
Zaandam,52.438888549805,4.8136110305786,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Intercity,10
Den Haag HS,52.069721221924,4.3225002288818,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Sprinter,7
Amsterdam Centraal,52.378887176514,4.9002776145935,Amersfoort Schothorst,52.174822137451,5.4038887023926,NS,Sprinter,3
Arnhem Centraal,51.985000610352,5.8991665840149,Nijmegen,51.843612670898,5.8522224426269,NS,Snelbus ipv trein,465
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Snelbus ipv trein,11
Delfzijl,53.3336625,6.9240797,Groningen,53.210556030273,6.5647220611572,Arriva,Stopbus ipv trein,81
Zoetermeer,52.047500610352,4.4772224426269,Alphen a/d Rijn,52.124443054199,4.6577777862549,NS,Stopbus ipv trein,3
Amersfoort Centraal,52.153888702393,5.3705554008484,Baarn,52.208332061768,5.2808332443237,NS,Snelbus ipv trein,1185
Amsterdam Centraal,52.378887176514,4.9002776145935,Weert,51.248611450195,5.7036108970642,NS,Intercity,2
Nunspeet,52.370834350586,5.7852778434753,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Sprinter,5
