start_station,start_lat,start_lng,end_station,end_lat,end_lng,Service:Company,Service:Type,route_count
Boven-Hardinxveld,51.832222,4.878056,Dordrecht,51.807220458984,4.668333530426,R-net,Stoptrein,1
Breda,51.595554351807,4.7800002098083,Arnhem Centraal,51.985000610352,5.8991665840149,NS,Intercity,7
Vlissingen,51.445835113525,3.5952777862549,Middelburg,51.494720458984,3.6172223091126,NS,Sprinter,11
Boxtel,51.58433,5.31912,Dordrecht,51.807220458984,4.668333530426,NS,Intercity,64
Venlo,51.363609313965,6.1727776527405,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Intercity,252
Utrecht Centraal,52.088890075684,5.1102776527405,Zaandam,52.438888549805,4.8136110305786,NS,Intercity,3
Woerden,52.084999084473,4.8936109542847,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Sprinter,798
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Metro ipv trein,330
Rotterdam Centraal,51.92499923706,4.468888759613,Amsterdam Zuid,52.338889,4.872356,NS,Intercity,12
Hardenberg,52.572776794434,6.6286110877991,Nieuw Amsterdam,52.718612670898,6.8486108779907,Blauwnet,Stopbus ipv trein,173
Venlo,51.363609313965,6.1727776527405,Best,51.509998321533,5.3891668319702,NS,Intercity,1
Den Haag HS,52.069721221924,4.3225002288818,Lelystad Centrum,52.507778167725,5.4727778434753,NS,Extra trein,1
Dordrecht Stadspolders,51.801944732666,4.7166666984558,Dordrecht,51.807220458984,4.668333530426,Qbuzz,Stopbus ipv trein,145
Blerick,51.372501373291,6.1550002098083,Dordrecht,51.807220458984,4.668333530426,NS,Intercity,53
Driebergen-Zeist,52.065277099609,5.25861120224,Alkmaar,52.63777923584,4.7397222518921,NS,Intercity,50
Geldermalsen,51.88301,5.27127,'s-Hertogenbosch,51.69048,5.29362,NS,Sprinter,36
Zevenaar,51.923053741455,6.0719442367554,Arnhem Centraal,51.985000610352,5.8991665840149,Arriva,Stoptrein,7
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,Alkmaar,52.63777923584,4.7397222518921,NS,Sprinter,53
Zaandam,52.438888549805,4.8136110305786,Gouda,52.017501831055,4.7044444084167,NS,Stopbus ipv trein,48
Kerkrade Centrum,50.861667633057,6.0574998855591,Maastricht,50.850276947021,5.7055554389954,Arriva,Stoptrein,388
Breda,51.595554351807,4.7800002098083,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Speciale Trein,1
Dordrecht,51.807220458984,4.668333530426,Roosendaal,51.540279388428,4.4583334922791,NS,Intercity,2
Roermond,51.193054199219,5.9941668510437,Venlo,51.363609313965,6.1727776527405,Arriva,Stopbus ipv trein,406
Enschede,52.222499847412,6.8899998664856,Almelo,52.358055114746,6.6538887023926,Blauwnet,Sprinter,415
Deventer,52.257499694824,6.1605553627014,Den Haag HS,52.069721221924,4.3225002288818,NS,Intercity,2
Hurdegaryp,53.2187783,5.934543,Groningen,53.210556030273,6.5647220611572,Arriva,Stoptrein,178
Weert,51.248611450195,5.7036108970642,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Extra trein,1
Alkmaar,52.63777923584,4.7397222518921,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Intercity,980
Winschoten,53.1392377,7.035101,Groningen,53.210556030273,6.5647220611572,Arriva,Stopbus ipv trein,21
Groningen,53.210556030273,6.5647220611572,Utrecht Maliebaan,52.087776184082,5.1313886642456,NS,Speciale Trein,1
Alkmaar,52.63777923584,4.7397222518921,Maarheeze,51.304986,5.629796,NS,Intercity,1
Nijmegen,51.843612670898,5.8522224426269,Schiphol Airport,52.30944442749,4.7619442939758,NS,Intercity,5382
Lage Zwaluwe,51.69111251831,4.6630554199219,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Intercity,7
Middelburg,51.494720458984,3.6172223091126,Vlissingen,51.445835113525,3.5952777862549,NS,Sprinter,11
Amersfoort Schothorst,52.174822137451,5.4038887023926,Den Dolder,52.140277862549,5.2427778244019,NS,Intercity,1
Amsterdam Zuid,52.338889,4.872356,Den Haag HS,52.069721221924,4.3225002288818,NS,Intercity,10
Venlo,51.363609313965,6.1727776527405,Rijswijk,52.039722442627,4.3191666603088,NS,Intercity,1
't Harde,52.4091682,5.893611,Amersfoort Vathorst,52.192779541016,5.4338889122009,NS,Stopbus ipv trein,106
Den Helder,52.955276489258,4.7611112594605,Krommenie-Assendelft,52.49511,4.75417,NS,Intercity,1
Santpoort Noord,52.43388748169,4.6325001716614,Driehuis,52.442501068115,4.6380553245544,NS,Taxibus ipv trein,257
Zwolle,52.504722595215,6.0919442176819,Dalfsen,52.498332977295,6.25861120224,Arriva,Stoptrein,13
Amersfoort Vathorst,52.192779541016,5.4338889122009,Weesp,52.3127784729,5.0430555343628,NS,Sprinter,51
Roosendaal,51.540279388428,4.4583334922791,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Extra trein,1
Breda,51.595554351807,4.7800002098083,Schiphol Airport,52.30944442749,4.7619442939758,NS,Intercity direct,44
Schiphol Airport,52.30944442749,4.7619442939758,Groningen,53.210556030273,6.5647220611572,NS,Intercity,338
Delft,52.00666809082,4.3563890457153,Delft Campus,51.990833282471,4.3647222518921,NS,Stopbus ipv trein,870
Den Haag Mariahoeve,52.090557098389,4.3694443702698,Almere Oostvaarders,52.403331756592,5.3005557060242,NS,Sprinter,46
Zwolle,52.504722595215,6.0919442176819,Kampen Zuid,52.5331,5.91309,NS,Sprinter,15
Dordrecht,51.807220458984,4.668333530426,Rotterdam Lombardijen,51.880001068115,4.531388759613,NS,Sprinter,3
Apeldoorn,52.209167480469,5.9702777862549,Zutphen,52.145278930664,6.1941666603088,Arriva,Stoptrein,9738
Bilthoven,52.130001068115,5.2038888931274,Den Dolder,52.140277862549,5.2427778244019,NS,Intercity,1
Deventer,52.257499694824,6.1605553627014,Zwolle,52.504722595215,6.0919442176819,NS,Snelbus ipv trein,530
Den Haag Centraal,52.080276489258,4.3249998092651,Almelo,52.358055114746,6.6538887023926,NS,Intercity,74
Amsterdam Centraal,52.378887176514,4.9002776145935,Gouda Goverwelle,52.014999389648,4.7408332824707,NS,Stopbus ipv trein,3
Horst-Sevenum,51.426387786865,6.0422220230103,Helmond,51.475555419922,5.6619443893433,NS,Stopbus ipv trein,8
's-Hertogenbosch,51.69048,5.29362,Zwijndrecht,51.814998626709,4.6416668891907,NS,Sprinter,2
Amsterdam Bijlmer ArenA,52.3122215271,4.9469442367554,Maarssen,52.135276794434,5.0336112976074,NS,Stopbus ipv trein,2
Oss,51.765556335449,5.5322222709656,Tilburg,51.560554504395,5.0836110115051,NS,Intercity,1
Alkmaar,52.63777923584,4.7397222518921,Woerden,52.084999084473,4.8936109542847,NS,Sprinter,5
Goes,51.498054504395,3.8905556201935,Kruiningen-Yerseke,51.465000152588,4.0372223854065,NS,Snelbus ipv trein,13
Zuidhorn,53.2486292,6.4062361,Groningen,53.210556030273,6.5647220611572,Arriva,Stoptrein,925
Amsterdam Centraal,52.378887176514,4.9002776145935,Amsterdam Sloterdijk,52.388889312744,4.8377776145935,NS,Metro ipv trein,348
Alkmaar,52.63777923584,4.7397222518921,Uitgeest,52.521667480469,4.7016668319702,NS,Snelbus ipv trein,3
Santpoort Noord,52.43388748169,4.6325001716614,Enkhuizen,52.699165344238,5.286388874054,NS,Sprinter,76
Arnhem Centraal,51.985000610352,5.8991665840149,Maarn,52.064167022705,5.3699998855591,NS,Intercity,1
Rotterdam Centraal,51.92499923706,4.468888759613,Meppel,52.69083404541,6.1975002288818,NS,Intercity,42
Schiphol Airport,52.30944442749,4.7619442939758,Amsterdam Zuid,52.338889,4.872356,NS,Stopbus ipv trein,18
Arnhem Centraal,51.985000610352,5.8991665840149,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Intercity,79
Zutphen,52.145278930664,6.1941666603088,Hengelo,52.261665344238,6.7938890457153,Blauwnet,Stoptrein,1
Apeldoorn,52.209167480469,5.9702777862549,Winterswijk,51.9677307,6.7155181,Arriva,Stoptrein,359
Boven-Hardinxveld,51.832222,4.878056,Sliedrecht,51.829723358154,4.7783331871033,R-net,Stopbus ipv trein,27
Alphen a/d Rijn,52.124443054199,4.6577777862549,Zoetermeer,52.047500610352,4.4772224426269,NS,Stopbus ipv trein,3
Leeuwarden,53.195835113525,5.7922220230103,Kampen Zuid,52.5331,5.91309,NS,Intercity,2
Roermond,51.193054199219,5.9941668510437,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Intercity,2
Hardenberg,52.572776794434,6.6286110877991,Nieuw Amsterdam,52.718612670898,6.8486108779907,Blauwnet,Snelbus ipv trein,128
Amersfoort Schothorst,52.174822137451,5.4038887023926,Zwolle,52.504722595215,6.0919442176819,NS,Extra trein,1
Roermond,51.193054199219,5.9941668510437,Maastricht,50.850276947021,5.7055554389954,NS,Intercity,225
Amsterdam Bijlmer ArenA,52.3122215271,4.9469442367554,Breukelen,52.17149,4.9906,NS,Extra trein,6
Utrecht Centraal,52.088890075684,5.1102776527405,Zoetermeer,52.047500610352,4.4772224426269,NS,Intercity,1
Putten,52.264999389648,5.5752778053284,Zwolle,52.504722595215,6.0919442176819,NS,Sprinter,183
Delft,52.00666809082,4.3563890457153,Den Haag HS,52.069721221924,4.3225002288818,NS,Extra trein,5
Hoorn,52.644721984863,5.0555553436279,Beverwijk,52.478332519531,4.6566667556763,NS,Sprinter,250
Breukelen,52.17149,4.9906,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Sprinter,18
's-Hertogenbosch,51.69048,5.29362,Roermond,51.193054199219,5.9941668510437,NS,Intercity,3
Schiphol Airport,52.30944442749,4.7619442939758,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Sprinter,4
Eindhoven Centraal,51.443332672119,5.4813890457153,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Snelbus ipv trein,12
Rotterdam Centraal,51.92499923706,4.468888759613,Lelystad Centrum,52.507778167725,5.4727778434753,NS,Sprinter,2
Harlingen,53.1704205,5.4251932,Leeuwarden,53.195835113525,5.7922220230103,Arriva,Stoptrein,4
Arnhem Centraal,51.985000610352,5.8991665840149,Nijmegen,51.843612670898,5.8522224426269,NS,Extra trein,1
Amsterdam Zuid,52.338889,4.872356,Dordrecht,51.807220458984,4.668333530426,NS,Intercity,206
Utrecht Zuilen,52.103055,5.09,Breukelen,52.17149,4.9906,NS,Extra trein,1
Utrecht Maliebaan,52.087776184082,5.1313886642456,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Speciale Trein,2379
Bloemendaal,52.404167175293,4.6275000572205,Haarlem,52.38777923584,4.6383333206177,NS,Extra trein,2
Eindhoven Centraal,51.443332672119,5.4813890457153,Hoofddorp,52.293334960938,4.7005553245544,NS,Intercity direct,1
Driehuis,52.442501068115,4.6380553245544,Santpoort Noord,52.43388748169,4.6325001716614,NS,Snelbus ipv trein,14
Rotterdam Stadion,51.893890380859,4.5197219848633,Dordrecht,51.807220458984,4.668333530426,NS,Extra trein,54
Gouda,52.017501831055,4.7044444084167,Woerden,52.084999084473,4.8936109542847,NS,Stopbus ipv trein,182
Alkmaar,52.63777923584,4.7397222518921,Gouda,52.017501831055,4.7044444084167,NS,Sprinter,2
Hilversum,52.225833892822,5.1819443702698,Amersfoort Vathorst,52.192779541016,5.4338889122009,NS,Sprinter,4
Hurdegaryp,53.2187783,5.934543,Leeuwarden,53.195835113525,5.7922220230103,Arriva,Snelbus ipv trein,164
Lelystad Centrum,52.507778167725,5.4727778434753,Leiden Centraal,52.166110992432,4.4816665649414,Breng,Stoptrein,1
Gouda,52.017501831055,4.7044444084167,Tiel,51.889446258545,5.4222221374512,NS,Sprinter,101
Rotterdam Stadion,51.893890380859,4.5197219848633,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Sprinter,1
Meppel,52.69083404541,6.1975002288818,Leeuwarden,53.195835113525,5.7922220230103,NS,Intercity,153
Amersfoort Centraal,52.153888702393,5.3705554008484,'t Harde,52.4091682,5.893611,NS,Intercity,8
's-Hertogenbosch,51.69048,5.29362,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Sprinter,1278
Den Haag Moerwijk,52.053890228271,4.3086109161377,Den Haag HS,52.069721221924,4.3225002288818,NS,Intercity,1
De Vink,52.147220611572,4.4563889503479,Leiden Centraal,52.166110992432,4.4816665649414,NS,Intercity,1
De Vink,52.147220611572,4.4563889503479,Den Haag HS,52.069721221924,4.3225002288818,NS,Intercity,1
Den Haag Centraal,52.080276489258,4.3249998092651,Den Haag HS,52.069721221924,4.3225002288818,NS,Sprinter,557
Eindhoven Centraal,51.443332672119,5.4813890457153,Rotterdam Stadion,51.893890380859,4.5197219848633,NS,Intercity direct,1
Den Haag Centraal,52.080276489258,4.3249998092651,Den Haag Ypenburg,52.055278778076,4.39222240448,NS,Sprinter,566
Kruiningen-Yerseke,51.465000152588,4.0372223854065,Vlissingen,51.445835113525,3.5952777862549,NS,Snelbus ipv trein,3
Rotterdam Centraal,51.92499923706,4.468888759613,Rotterdam Noord,51.942222595215,4.4816665649414,NS,Intercity,2
Breda,51.595554351807,4.7800002098083,Roosendaal,51.540279388428,4.4583334922791,NS,Snelbus ipv trein,208
Roodeschool,53.421262,6.7587,Groningen,53.210556030273,6.5647220611572,Arriva,Stopbus ipv trein,81
Halfweg-Zwanenburg,52.385935,4.747165,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Extra trein,2
Haarlem,52.38777923584,4.6383333206177,Santpoort Noord,52.43388748169,4.6325001716614,NS,Intercity,110
Lelystad Centrum,52.507778167725,5.4727778434753,Diemen Zuid,52.330276489258,4.9558334350586,NS,Intercity,2
Enkhuizen,52.699165344238,5.286388874054,'s-Hertogenbosch,51.69048,5.29362,NS,Intercity,321
Roosendaal,51.540279388428,4.4583334922791,Arnhem Centraal,51.985000610352,5.8991665840149,NS,Sprinter,121
Alphen a/d Rijn,52.124443054199,4.6577777862549,Leiden Centraal,52.166110992432,4.4816665649414,NS,Snelbus ipv trein,763
Middelburg,51.494720458984,3.6172223091126,Roosendaal,51.540279388428,4.4583334922791,NS,Intercity,5
Weesp,52.3127784729,5.0430555343628,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Extra trein,3
's-Hertogenbosch,51.69048,5.29362,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Sprinter,123
Den Haag Centraal,52.080276489258,4.3249998092651,Zoetermeer Oost,52.046390533447,4.4927778244019,NS,Intercity,1
Roermond,51.193054199219,5.9941668510437,Maastricht,50.850276947021,5.7055554389954,Arriva,Stoptrein,2
Vlissingen,51.445835113525,3.5952777862549,Den Haag Mariahoeve,52.090557098389,4.3694443702698,NS,Intercity,72
Rotterdam Lombardijen,51.880001068115,4.531388759613,Dordrecht,51.807220458984,4.668333530426,NS,Extra trein,2
Rotterdam Centraal,51.92499923706,4.468888759613,Dordrecht,51.807220458984,4.668333530426,NS,Sprinter,3049
Amersfoort Centraal,52.153888702393,5.3705554008484,Barneveld Zuid,52.128853,5.60246,RRReis,Stopbus ipv trein,15
Zwolle,52.504722595215,6.0919442176819,Lelystad Centrum,52.507778167725,5.4727778434753,NS,Stopbus ipv trein,9
Alphen a/d Rijn,52.124443054199,4.6577777862549,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Intercity,1
Nijmegen,51.843612670898,5.8522224426269,Amsterdam Bijlmer ArenA,52.3122215271,4.9469442367554,NS,Intercity,14
Roosendaal,51.540279388428,4.4583334922791,Bergen op Zoom,51.49388885498,4.2961111068726,NS,Snelbus ipv trein,1
Middelburg,51.494720458984,3.6172223091126,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Intercity,2
Utrecht Centraal,52.088890075684,5.1102776527405,Amersfoort Vathorst,52.192779541016,5.4338889122009,NS,Sprinter,68
Hoorn,52.644721984863,5.0555553436279,Schiphol Airport,52.30944442749,4.7619442939758,NS,Stopbus ipv trein,5
Amsterdam Centraal,52.378887176514,4.9002776145935,Alkmaar,52.63777923584,4.7397222518921,NS,Intercity,908
Amsterdam Centraal,52.378887176514,4.9002776145935,Almere Poort,52.342778,5.151944,NS,Intercity,1
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,Zaandam,52.438888549805,4.8136110305786,NS,Extra trein,1
Roosendaal,51.540279388428,4.4583334922791,Bergen op Zoom,51.49388885498,4.2961111068726,NS,Sprinter,2
Roermond,51.193054199219,5.9941668510437,Venlo,51.363609313965,6.1727776527405,Arriva,Snelbus ipv trein,176
Hengelo,52.261665344238,6.7938890457153,Almelo,52.358055114746,6.6538887023926,NS,Extra trein,2
Maastricht,50.850276947021,5.7055554389954,Hoorn,52.644721984863,5.0555553436279,NS,Intercity,655
Den Haag HS,52.069721221924,4.3225002288818,Enschede,52.222499847412,6.8899998664856,NS,Intercity,22
Terborg,51.9224549,6.3642466,Winterswijk,51.9677307,6.7155181,Arriva,Stoptrein,1
Stavoren,52.8865535,5.3600212,Leeuwarden,53.195835113525,5.7922220230103,Arriva,Stoptrein,7196
Helmond,51.475555419922,5.6619443893433,Venlo,51.363609313965,6.1727776527405,NS,Extra trein,1
Zaandam,52.438888549805,4.8136110305786,Enkhuizen,52.699165344238,5.286388874054,NS,Intercity,71
Oldenzaal,52.30638885498,6.9347224235535,Zutphen,52.145278930664,6.1941666603088,Blauwnet,Stopbus ipv trein,3
Amsterdam Centraal,52.378887176514,4.9002776145935,Ede-Wageningen,52.027778625488,5.6730556488037,NS,Intercity,2
Schiphol Airport,52.30944442749,4.7619442939758,Hoorn,52.644721984863,5.0555553436279,NS,Intercity,7
De Vink,52.147220611572,4.4563889503479,Den Haag Mariahoeve,52.090557098389,4.3694443702698,NS,Extra trein,1
Zoetermeer,52.047500610352,4.4772224426269,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Extra trein,2
Rotterdam Centraal,51.92499923706,4.468888759613,Delft,52.00666809082,4.3563890457153,NS,Stopbus ipv trein,2
Almelo,52.358055114746,6.6538887023926,Enschede,52.222499847412,6.8899998664856,NS,Extra trein,4
Roosendaal,51.540279388428,4.4583334922791,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Intercity,2
Den Haag Centraal,52.080276489258,4.3249998092651,Den Haag Laan v NOI,52.078609466553,4.3427777290344,NS,Metro ipv trein,204
Rheden,52.0101,6.0314,Zwolle,52.504722595215,6.0919442176819,NS,Intercity,1
Enkhuizen,52.699165344238,5.286388874054,Maarssen,52.135276794434,5.0336112976074,NS,Intercity,1
Almere Centrum,52.37503,5.21764,Weesp,52.3127784729,5.0430555343628,NS,Stopbus ipv trein,31
Maastricht Randwyck,50.838611602783,5.7172222137451,Kerkrade Centrum,50.861667633057,6.0574998855591,Arriva,Stoptrein,12748
Venlo,51.363609313965,6.1727776527405,Nijmegen,51.843612670898,5.8522224426269,Arriva,Stoptrein,1783
Den Haag Centraal,52.080276489258,4.3249998092651,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Sprinter,160
Vlissingen,51.445835113525,3.5952777862549,Rilland-Bath,51.422779083252,4.1611108779907,NS,Intercity,1
Alkmaar,52.63777923584,4.7397222518921,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Sprinter,326
Hoofddorp,52.293334960938,4.7005553245544,Putten,52.264999389648,5.5752778053284,NS,Sprinter,77
Rotterdam Centraal,51.92499923706,4.468888759613,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Stopbus ipv trein,8
Nijmegen,51.843612670898,5.8522224426269,Enkhuizen,52.699165344238,5.286388874054,NS,Intercity,102
Den Haag Centraal,52.080276489258,4.3249998092651,Arnhem Centraal,51.985000610352,5.8991665840149,NS,Intercity,50
Maastricht,50.850276947021,5.7055554389954,Kerkrade Centrum,50.861667633057,6.0574998855591,Arriva,Stoptrein,362
Gouda,52.017501831055,4.7044444084167,Zaandam,52.438888549805,4.8136110305786,NS,Stopbus ipv trein,24
Oss,51.765556335449,5.5322222709656,'s-Hertogenbosch,51.69048,5.29362,NS,Stopbus ipv trein,6
Zevenaar,51.923053741455,6.0719442367554,Arnhem Centraal,51.985000610352,5.8991665840149,VIAS,Stoptrein,3
Almelo,52.358055114746,6.6538887023926,Nijverdal,52.366111,6.462,Blauwnet,Snelbus ipv trein,394
Groningen,53.210556030273,6.5647220611572,Haren,53.176109313965,6.6172223091125,NS,Intercity,2
Boxtel,51.58433,5.31912,Dordrecht,51.807220458984,4.668333530426,NS,Sprinter,121
Weesp,52.3127784729,5.0430555343628,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Intercity,4
Harderwijk,52.337501525879,5.619722366333,Amersfoort Schothorst,52.174822137451,5.4038887023926,NS,Snelbus ipv trein,79
Den Haag Centraal,52.080276489258,4.3249998092651,Hoofddorp,52.293334960938,4.7005553245544,NS,Intercity,2
Schiphol Airport,52.30944442749,4.7619442939758,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Extra trein,10
Amsterdam Centraal,52.378887176514,4.9002776145935,Heerlen,50.89083480835,5.9749999046326,NS,Intercity,4
Arnhem Centraal,51.985000610352,5.8991665840149,Amersfoort Schothorst,52.174822137451,5.4038887023926,NS,Intercity,168
Harderwijk,52.337501525879,5.619722366333,Zwolle,52.504722595215,6.0919442176819,NS,Intercity,1
Helmond,51.475555419922,5.6619443893433,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Extra trein,1
Den Helder,52.955276489258,4.7611112594605,Arnhem Centraal,51.985000610352,5.8991665840149,NS,Intercity,88
Den Haag Centraal,52.080276489258,4.3249998092651,Den Haag Laan v NOI,52.078609466553,4.3427777290344,NS,Intercity,5
Rotterdam Centraal,51.92499923706,4.468888759613,Amsterdam Bijlmer ArenA,52.3122215271,4.9469442367554,NS,Sprinter,223
Amersfoort Centraal,52.153888702393,5.3705554008484,Zwolle,52.504722595215,6.0919442176819,NS,Stopbus ipv trein,3
Gouda,52.017501831055,4.7044444084167,Den Haag HS,52.069721221924,4.3225002288818,NS,Intercity,1
Den Haag Mariahoeve,52.090557098389,4.3694443702698,Schiphol Airport,52.30944442749,4.7619442939758,NS,Intercity,7
Amersfoort Centraal,52.153888702393,5.3705554008484,Utrecht Maliebaan,52.087776184082,5.1313886642456,NS,Speciale Trein,132
Amsterdam Zuid,52.338889,4.872356,Zwolle,52.504722595215,6.0919442176819,NS,Extra trein,1
Schiphol Airport,52.30944442749,4.7619442939758,Abcoude,52.2785,4.977,NS,Intercity,3
Gilze-Rijen,51.583610534668,4.9261112213135,Roosendaal,51.540279388428,4.4583334922791,NS,Stopbus ipv trein,2
Venlo,51.363609313965,6.1727776527405,Deurne,51.455833435059,5.7888889312744,NS,Snelbus ipv trein,183
's-Hertogenbosch,51.69048,5.29362,Lage Zwaluwe,51.69111251831,4.6630554199219,NS,Sprinter,4
Weesp,52.3127784729,5.0430555343628,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Stopbus ipv trein,177
Wormerveer,52.489166259766,4.7922220230103,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Sprinter,72
Gouda,52.017501831055,4.7044444084167,Amsterdam Centraal,52.378887176514,4.9002776145935,NS,Sprinter,3
Amsterdam Centraal,52.378887176514,4.9002776145935,Kruiningen-Yerseke,51.465000152588,4.0372223854065,NS,Intercity,13
Leeuwarden,53.195835113525,5.7922220230103,Sneek,53.0328688,5.6523969,Arriva,Snelbus ipv trein,425
Driebergen-Zeist,52.065277099609,5.25861120224,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Intercity,126
Groningen Europapark,53.20480027,6.5854178,Hoogeveen,52.733890533447,6.4736108779907,NS,Intercity,1
Haarlem,52.38777923584,4.6383333206177,Hoorn,52.644721984863,5.0555553436279,NS,Sprinter,508
Den Haag HS,52.069721221924,4.3225002288818,Rotterdam Stadion,51.893890380859,4.5197219848633,NS,Intercity,1
's-Hertogenbosch,51.69048,5.29362,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Intercity,10
Alkmaar,52.63777923584,4.7397222518921,Den Haag HS,52.069721221924,4.3225002288818,NS,Sprinter,2
Woerden,52.084999084473,4.8936109542847,Gouda,52.017501831055,4.7044444084167,NS,Stopbus ipv trein,200
Amsterdam Centraal,52.378887176514,4.9002776145935,Schiphol Airport,52.30944442749,4.7619442939758,NS,Sprinter,20
Dordrecht,51.807220458984,4.668333530426,Lage Zwaluwe,51.69111251831,4.6630554199219,NS,Stopbus ipv trein,4
Den Haag Mariahoeve,52.090557098389,4.3694443702698,Vlissingen,51.445835113525,3.5952777862549,NS,Intercity,65
Breda,51.595554351807,4.7800002098083,Tilburg,51.560554504395,5.0836110115051,NS,Snelbus ipv trein,1185
Rotterdam Centraal,51.92499923706,4.468888759613,Tilburg,51.560554504395,5.0836110115051,NS,Intercity direct,149
Harderwijk,52.337501525879,5.619722366333,Amersfoort Centraal,52.153888702393,5.3705554008484,NS,Stopbus ipv trein,7
Zandvoort aan Zee,52.3752784729,4.5327777862549,Haarlem,52.38777923584,4.6383333206177,NS,Snelbus ipv trein,9
Schiphol Airport,52.30944442749,4.7619442939758,Den Haag HS,52.069721221924,4.3225002288818,NS,Intercity,111
Venray,51.526568099007,6.0141777992248,Roermond,51.193054199219,5.9941668510437,Arriva,Stopbus ipv trein,131
Leiden Centraal,52.166110992432,4.4816665649414,Den Haag HS,52.069721221924,4.3225002288818,NS,Stopbus ipv trein,2
Den Haag Centraal,52.080276489258,4.3249998092651,Geldermalsen,51.88301,5.27127,NS,Sprinter,14
Utrecht Centraal,52.088890075684,5.1102776527405,Enschede,52.222499847412,6.8899998664856,NS,Intercity,401
Amersfoort Centraal,52.153888702393,5.3705554008484,Lage Zwaluwe,51.69111251831,4.6630554199219,NS,Intercity,3
's-Hertogenbosch,51.69048,5.29362,Den Haag HS,52.069721221924,4.3225002288818,NS,Intercity,1
Amsterdam Holendrecht,52.29844,4.95972,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Intercity,1
't Harde,52.4091682,5.893611,Zwolle,52.504722595215,6.0919442176819,NS,Intercity,4
Eindhoven Centraal,51.443332672119,5.4813890457153,Tilburg Universiteit,51.564985,5.051778,NS,Sprinter,4324
Bunnik,52.063056945801,5.1944446563721,Driebergen-Zeist,52.065277099609,5.25861120224,NS,Stopbus ipv trein,17
Amsterdam Centraal,52.378887176514,4.9002776145935,Gouda,52.017501831055,4.7044444084167,NS,Sprinter,3
Amsterdam Sloterdijk,52.388889312744,4.8377776145935,Hoorn,52.644721984863,5.0555553436279,NS,Intercity,1
Almere Centrum,52.37503,5.21764,Den Haag Centraal,52.080276489258,4.3249998092651,NS,Sprinter,656
Breda,51.595554351807,4.7800002098083,Lage Zwaluwe,51.69111251831,4.6630554199219,NS,Snelbus ipv trein,1
Dordrecht,51.807220458984,4.668333530426,Woerden,52.084999084473,4.8936109542847,NS,Intercity,1
Amsterdam Centraal,52.378887176514,4.9002776145935,Boxtel,51.58433,5.31912,NS,Intercity,5
Geldermalsen,51.88301,5.27127,Rotterdam Centraal,51.92499923706,4.468888759613,NS,Snelbus ipv trein,2
's-Hertogenbosch,51.69048,5.29362,Oss,51.765556335449,5.5322222709656,NS,Sprinter,6
Leeuwarden,53.195835113525,5.7922220230103,IJlst,53.0146614,5.6160801,Arriva,Stopbus ipv trein,18
Rotterdam Centraal,51.92499923706,4.468888759613,Nunspeet,52.370834350586,5.7852778434753,NS,Intercity,13
Lelystad Centrum,52.507778167725,5.4727778434753,Utrecht Centraal,52.088890075684,5.1102776527405,NS,Sprinter,221
Leiden Centraal,52.166110992432,4.4816665649414,Haarlem,52.38777923584,4.6383333206177,NS,Sprinter,6595
's-Hertogenbosch,51.69048,5.29362,Eindhoven Centraal,51.443332672119,5.4813890457153,NS,Snelbus ipv trein,19
Rijssen,52.3122215271,6.5202779769897,Deventer,52.257499694824,6.1605553627014,NS,Extra trein,1
